s
indexer,parentBountyId,proposer,index,value,dValue,fee,curator,beneficiary,unlockAt,description,meta,state,isFinal,stateSort,deposit,fiatValue,symbolPrice
"{""blockHeight"": 21000200, ""blockHash"": ""0xc84e749aab7cabbcdb11ccb94d84d4b1904c43358a991428b18d653873a1b6ba"", ""blockTime"": 1717082502001, ""eventIndex"": 58, ""extrinsicIndex"": 3}",19,1625oaoaM26aRod3rAn9aNYWgQ9PZWofbfM2C9Sj7FPFfCGc,1222,62180000000000,{'$numberDecimal': '62180000000000'},0.0,14zU4FXuYU2wmi2PfXLADZW92NRYEw8nfUEvi7sqiJLafJ3A,12aj1nedSqMsVhAH5LyYJtjKPNrFWYoEh4FeGmWW2aS4DQQh,21115400.0,Payment to Band Protocol for Milestone 1,"{'parentBounty': 19, 'value': 62180000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '14zU4FXuYU2wmi2PfXLADZW92NRYEw8nfUEvi7sqiJLafJ3A', 'beneficiary': '12aj1nedSqMsVhAH5LyYJtjKPNrFWYoEh4FeGmWW2aS4DQQh', 'unlockAt': 21115400}}}","{""indexer"": {""blockHeight"": 21182941, ""blockHash"": ""0x7dd217067c0432eeeaf3b8ce448026bf20b79f28856779f70cf07ca5f251b8f4"", ""blockTime"": 1718184468001, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20992251, ""blockHash"": ""0xe749e1a65627f71b214b7858d6b77f9c5bb84360b2e9beab808d7ef01a28fb58"", ""blockTime"": 1717034634000, ""eventIndex"": 60, ""extrinsicIndex"": 3}",43,15aQx3bLLEiJxuAPqLZgyy1WMz7H4bEskLmTnRe4ErEHGH2J,1221,731000000000,{'$numberDecimal': '731000000000'},66500000000.0,1NFfEH3yspdEgLnhZ5QWgb7B2z5LNCAE3HUo5nDxF5MqTcj,1WgB9o954mkQi97f36azSwDt7SfRUQuJ1kCyb7Sv1WAUcSe,21139420.0,"Free Web3 Workshop: Blockchain, Rust, and Career Paths to Polkadot | May 31st, 2024 | Cebu, Philippines","{'parentBounty': 43, 'value': 731000000000, 'fee': 66500000000, 'curatorDeposit': 100000000000, 'status': {'pendingPayout': {'curator': '1NFfEH3yspdEgLnhZ5QWgb7B2z5LNCAE3HUo5nDxF5MqTcj', 'beneficiary': '1WgB9o954mkQi97f36azSwDt7SfRUQuJ1kCyb7Sv1WAUcSe', 'unlockAt': 21139420}}}","{""indexer"": {""blockHeight"": 21253647, ""blockHash"": ""0xeaa16824ea3a4d9314b257649d80bcfbbcf2251c132b529219ac02903b4cba6d"", ""blockTime"": 1718610684000, ""eventIndex"": 53, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,100000000000.0,,
"{""blockHeight"": 20984520, ""blockHash"": ""0x6630b446a431c750ea5ff110e8afde117caba258b5246e967e4fad1f34fad859"", ""blockTime"": 1716988164000, ""eventIndex"": 83, ""extrinsicIndex"": 3}",24,13n85JzfpDngGwTtZiARrmkkx9Z5Uj4PXdRrvAFe8PjYeN6q,1220,1910200000000,{'$numberDecimal': '1910200000000'},0.0,12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5,1pHpxvp2CYscDreozYQdBkJkUkLFQftxQTAwMs5M1a6GRBf,21121104.0,Moderation team bounty- May 2024-Tim Janssen ,"{'parentBounty': 24, 'value': 1910200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5', 'beneficiary': '1pHpxvp2CYscDreozYQdBkJkUkLFQftxQTAwMs5M1a6GRBf', 'unlockAt': 21121104}}}","{""indexer"": {""blockHeight"": 21123733, ""blockHash"": ""0xbc773f39ef26cec1a19f41e2429227d93670da120eeb5382b29e1f549c2c3a3e"", ""blockTime"": 1717827660000, ""eventIndex"": 45, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 20984520, ""blockHash"": ""0x6630b446a431c750ea5ff110e8afde117caba258b5246e967e4fad1f34fad859"", ""blockTime"": 1716988164000, ""eventIndex"": 78, ""extrinsicIndex"": 3}",24,13n85JzfpDngGwTtZiARrmkkx9Z5Uj4PXdRrvAFe8PjYeN6q,1219,1910200000000,{'$numberDecimal': '1910200000000'},0.0,12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5,15D2JM548bqRuE45aDmeF2WqiKC56WtNnRmCxVSree9YKwVb,21121104.0,Moderation team bounty-May 2024- Paradox,"{'parentBounty': 24, 'value': 1910200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5', 'beneficiary': '15D2JM548bqRuE45aDmeF2WqiKC56WtNnRmCxVSree9YKwVb', 'unlockAt': 21121104}}}","{""indexer"": {""blockHeight"": 21267921, ""blockHash"": ""0x6eb33feaa1afc5bcb95fd8e6e218d4c6d92194cff3d20d9ef7ffbc07ce4f61d1"", ""blockTime"": 1718696862001, ""eventIndex"": 53, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 20984520, ""blockHash"": ""0x6630b446a431c750ea5ff110e8afde117caba258b5246e967e4fad1f34fad859"", ""blockTime"": 1716988164000, ""eventIndex"": 73, ""extrinsicIndex"": 3}",24,13n85JzfpDngGwTtZiARrmkkx9Z5Uj4PXdRrvAFe8PjYeN6q,1218,1910200000000,{'$numberDecimal': '1910200000000'},0.0,12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5,1EvYZwJ25wgUzMqJ61AadwTtaHr6BVosPcyK4goohUDqmjY,21121104.0,Moderation team bounty-May 2024- Maarmapa,"{'parentBounty': 24, 'value': 1910200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5', 'beneficiary': '1EvYZwJ25wgUzMqJ61AadwTtaHr6BVosPcyK4goohUDqmjY', 'unlockAt': 21121104}}}","{""indexer"": {""blockHeight"": 21175679, ""blockHash"": ""0xf629a08b85ed72085222d88072d25570b47cc4ddf4e66c5e01682e55a7fdc938"", ""blockTime"": 1718140794000, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 20984520, ""blockHash"": ""0x6630b446a431c750ea5ff110e8afde117caba258b5246e967e4fad1f34fad859"", ""blockTime"": 1716988164000, ""eventIndex"": 68, ""extrinsicIndex"": 3}",24,13n85JzfpDngGwTtZiARrmkkx9Z5Uj4PXdRrvAFe8PjYeN6q,1217,1910200000000,{'$numberDecimal': '1910200000000'},0.0,12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5,13dLY5aynbYDCy1DxQYQGjd4yy5uSeVtA4pLdR7SrcxZyvT1,21121104.0,Moderation team bounty- May 2024- LV,"{'parentBounty': 24, 'value': 1910200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5', 'beneficiary': '13dLY5aynbYDCy1DxQYQGjd4yy5uSeVtA4pLdR7SrcxZyvT1', 'unlockAt': 21121104}}}","{""indexer"": {""blockHeight"": 21244075, ""blockHash"": ""0x203aefd44be12040144655d5922c2f31afe5e0c964e6584a4468ef65552178cd"", ""blockTime"": 1718553054000, ""eventIndex"": 57, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 20984520, ""blockHash"": ""0x6630b446a431c750ea5ff110e8afde117caba258b5246e967e4fad1f34fad859"", ""blockTime"": 1716988164000, ""eventIndex"": 63, ""extrinsicIndex"": 3}",24,13n85JzfpDngGwTtZiARrmkkx9Z5Uj4PXdRrvAFe8PjYeN6q,1216,2094400000000,{'$numberDecimal': '2094400000000'},0.0,12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5,15cZn8K1DaE7qiBWK6mGFJMKYKjFrALTVwe5urpD9PzKSsPY,21121104.0,Moderation team bounty- May 2024- Abdulbee,"{'parentBounty': 24, 'value': 2094400000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5', 'beneficiary': '15cZn8K1DaE7qiBWK6mGFJMKYKjFrALTVwe5urpD9PzKSsPY', 'unlockAt': 21121104}}}","{""indexer"": {""blockHeight"": 21121991, ""blockHash"": ""0x68ebc367867c10e1384984b4fd7d01d44a88524bf874700c1d6ddfad9b923606"", ""blockTime"": 1717817178000, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 20981714, ""blockHash"": ""0x7a3909315f62539026e510e10ca9b069ed5595e8e6f44dfcefabbed00daa75ea"", ""blockTime"": 1716971214000, ""eventIndex"": 75, ""extrinsicIndex"": 3}",17,125hDLmQApLutC9S1VQSnvFxk52iMCgyBfQtvk3hA57kzCPc,1215,122571000000000,{'$numberDecimal': '122571000000000'},0.0,13RHxf9Wm3BaFtjwGigmbmQsesJAhhbrHHdVC5eQNJMowKjc,1qr2Xp6Yp94NRvTm4HbVDVZSRBFUnDkVxUjCvRfCyA2JYhh,21186228.0,"Proof of Talk 2024 - Scytale Digital - Paris, France","{'parentBounty': 17, 'value': 122571000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '13RHxf9Wm3BaFtjwGigmbmQsesJAhhbrHHdVC5eQNJMowKjc', 'beneficiary': '1qr2Xp6Yp94NRvTm4HbVDVZSRBFUnDkVxUjCvRfCyA2JYhh', 'unlockAt': 21186228}}}","{""indexer"": {""blockHeight"": 21200860, ""blockHash"": ""0x8f5d146b20c003c6607bc3011c3478bf49ad6f0d4f319b96e271a7ea7afb0cab"", ""blockTime"": 1718292372000, ""eventIndex"": 74, ""extrinsicIndex"": 5}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20981714, ""blockHash"": ""0x7a3909315f62539026e510e10ca9b069ed5595e8e6f44dfcefabbed00daa75ea"", ""blockTime"": 1716971214000, ""eventIndex"": 70, ""extrinsicIndex"": 3}",17,125hDLmQApLutC9S1VQSnvFxk52iMCgyBfQtvk3hA57kzCPc,1214,10812000000000,{'$numberDecimal': '10812000000000'},0.0,13RHxf9Wm3BaFtjwGigmbmQsesJAhhbrHHdVC5eQNJMowKjc,1R9CkkELVZMhVjEMnMoxYAwyEo2riFgBWdt5BLk6BB6rN68,21211381.0,ETHRome second payout,"{'parentBounty': 17, 'value': 10812000000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '13RHxf9Wm3BaFtjwGigmbmQsesJAhhbrHHdVC5eQNJMowKjc', 'beneficiary': '1R9CkkELVZMhVjEMnMoxYAwyEo2riFgBWdt5BLk6BB6rN68', 'unlockAt': 21211381}}}","{""indexer"": {""blockHeight"": 21215308, ""blockHash"": ""0x033950bef85813b1f24710d29db4b160c26e57d7e1dccf0a69e36a92e50b55ee"", ""blockTime"": 1718379432001, ""eventIndex"": 48, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,0.0,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 161, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1213,21041066667,{'$numberDecimal': '21041066667'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,1pHpxvp2CYscDreozYQdBkJkUkLFQftxQTAwMs5M1a6GRBf,21089140.0,Reward for curator (Tim Janssen) as a portion from total 126.2464,"{'parentBounty': 32, 'value': 21041066667, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '1pHpxvp2CYscDreozYQdBkJkUkLFQftxQTAwMs5M1a6GRBf', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21095817, ""blockHash"": ""0x4170388d1f057d908615506dacb59b977ff1e94756da2c9b1b0ec3b4c1f62b9a"", ""blockTime"": 1717658922000, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 150, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1212,21041066667,{'$numberDecimal': '21041066667'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,14tcZ9ibPGdMwb7XXE4QChgVuJU1xXTvDFpV3E1HpMajbBsH,21089140.0,Reward for curator (pastaMan) as a portion from total 126.2464,"{'parentBounty': 32, 'value': 21041066667, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '14tcZ9ibPGdMwb7XXE4QChgVuJU1xXTvDFpV3E1HpMajbBsH', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21353311, ""blockHash"": ""0x254b7e7fe0e853a03d9dda07a26c7ad013ef675e6264924a63a3d82234650ab7"", ""blockTime"": 1719211926000, ""eventIndex"": 64, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 139, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1211,21041066667,{'$numberDecimal': '21041066667'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,13YWynHAu8F8uKZFbQwvPgJ67xizvo21HCEQU3Ke8z1XHoyT,21089140.0,Reward for curator (frankywild) as a portion from total 126.2464,"{'parentBounty': 32, 'value': 21041066667, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '13YWynHAu8F8uKZFbQwvPgJ67xizvo21HCEQU3Ke8z1XHoyT', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21143771, ""blockHash"": ""0x46b8d49993b76d2b8f7cc3d93fd78c7f299e49ae46627ccd99545a0051d5abcd"", ""blockTime"": 1717948602000, ""eventIndex"": 51, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 128, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1210,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,13TUNfEBCi6xw5ZQgxYAwbCsALSuDfqDWMfbHigZNgncuV6v,21089140.0,Bridgehub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '13TUNfEBCi6xw5ZQgxYAwbCsALSuDfqDWMfbHigZNgncuV6v', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21209699, ""blockHash"": ""0x3a8302eb268310db69e24bd16496123bc0d42c04eb6f4f10c923969d49b1330f"", ""blockTime"": 1718345628000, ""eventIndex"": 49, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 117, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1209,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,13TUNfEBCi6xw5ZQgxYAwbCsALSuDfqDWMfbHigZNgncuV6v,21089140.0,Assethub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '13TUNfEBCi6xw5ZQgxYAwbCsALSuDfqDWMfbHigZNgncuV6v', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21213315, ""blockHash"": ""0xa6665b6ae8a9c5f256da1a8e6d3e75809726d3c2b81b182ed91c3c71aa94d639"", ""blockTime"": 1718367450000, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 106, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1208,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,15MV2nX6BEoiBz8Ua2xNta19sVBKT7kiw2MEHdu2Jd9a4VaC,21089140.0,Bridgehub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '15MV2nX6BEoiBz8Ua2xNta19sVBKT7kiw2MEHdu2Jd9a4VaC', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21599102, ""blockHash"": ""0x34c8147b8e90225ee3f53191ace93c16f4f6aa2ff2ad1cc51702d8f06489e345"", ""blockTime"": 1720696014000, ""eventIndex"": 71, ""extrinsicIndex"": 5}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 95, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1207,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,13xAUHVDyG1v9LLHYtMm7XZFyKNVxoj47oWV431XQ9kjXN38,21089140.0,Bridgehub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '13xAUHVDyG1v9LLHYtMm7XZFyKNVxoj47oWV431XQ9kjXN38', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21211678, ""blockHash"": ""0x9d7fab59c99eebb7bd0c44c6e63a2ab8ec8ec54036a2d6fac02fc007eeac8590"", ""blockTime"": 1718357556000, ""eventIndex"": 55, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 84, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1206,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,13xAUHVDyG1v9LLHYtMm7XZFyKNVxoj47oWV431XQ9kjXN38,21089140.0,Assethub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '13xAUHVDyG1v9LLHYtMm7XZFyKNVxoj47oWV431XQ9kjXN38', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21211674, ""blockHash"": ""0x4f43c0e418c41dee0ca9cbdcaaaf15b4d9123a77479c1740d27f6a1738b8c107"", ""blockTime"": 1718357532000, ""eventIndex"": 51, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 73, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1205,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,1gkGXWr2wr1CqYCKqGHRRsBhL9iCmTy7ubwVgeys4m4tJwQ,21089140.0,Assethub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '1gkGXWr2wr1CqYCKqGHRRsBhL9iCmTy7ubwVgeys4m4tJwQ', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21197443, ""blockHash"": ""0x9d403e7be913bee5643353abb36ae08055177962f3a47914d7a14fbcc9f08a7c"", ""blockTime"": 1718271792000, ""eventIndex"": 64, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 62, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1204,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,1n4GEdMsCriWRc4PqcQ2DFTRuufRk7J6kRrPZ9Ym4eRCWqM,21089140.0,Bridgehub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '1n4GEdMsCriWRc4PqcQ2DFTRuufRk7J6kRrPZ9Ym4eRCWqM', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21197442, ""blockHash"": ""0x561d48f6119b00bdbf1002a3f440a9ddfc896825f8d25db101b81541f62290f9"", ""blockTime"": 1718271786000, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973940, ""blockHash"": ""0x67b579c63c22c35c83c3956692b14d26ad35c6ca7fc75eb8e4a3225d1c100b67"", ""blockTime"": 1716924420000, ""eventIndex"": 51, ""extrinsicIndex"": 2}",32,1445XjBkpKaVg8KdY6drHXSrVCpXT9xoyiKjA1yjzDqjVDms,1203,157808000000,{'$numberDecimal': '157808000000'},0.0,15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa,14fbxKv81FF9wxyidiD4jrYokbF428KJBrB5DsgipQp6Yrmm,21089140.0,Bridgehub related staking rewards due to bug,"{'parentBounty': 32, 'value': 157808000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '15NCSvkYjtf2G1fvtYVnLCSPmKiZk3ReX1AUWsSDD5ocFVXa', 'beneficiary': '14fbxKv81FF9wxyidiD4jrYokbF428KJBrB5DsgipQp6Yrmm', 'unlockAt': 21089140}}}","{""indexer"": {""blockHeight"": 21209711, ""blockHash"": ""0x44e3991e39add37a7c0ef94b7e5fe1ae597c0afc57b0c7d9553f60cb5f67f1cf"", ""blockTime"": 1718345700000, ""eventIndex"": 50, ""extrinsicIndex"": 2}, ""state"": ""Claimed""}",True,5,,,
"{""blockHeight"": 20973293, ""blockHash"": ""0xe307d829aeaea6b31864f1af42dc689bc1ca34b68199a09dc37561b7a8993244"", ""blockTime"": 1716920526001, ""eventIndex"": 84, ""extrinsicIndex"": 4}",24,136gKZAqNLdefVN6M6J2VawaER3MgaVGP1rJEPrg1eEjwwtn,1202,1910200000000,{'$numberDecimal': '1910200000000'},0.0,12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5,14tcZ9ibPGdMwb7XXE4QChgVuJU1xXTvDFpV3E1HpMajbBsH,21088654.0,Moderation Bounty - May 2024 - pastaMan,"{'parentBounty': 24, 'value': 1910200000000, 'fee': 0, 'curatorDeposit': 0, 'status': {'pendingPayout': {'curator': '12GkpkHocU4y1vFV2CpnA2AhkjzGGRtwucHFY77A5yyiQKp5', 'beneficiary': '14tcZ9ibPGdMwb7XXE4QChgVuJU1xXTvDFpV3E1HpMajbBsH', 'unlockAt': 21088654}}}","{""indexer"": {""blockHeight"": 21353311, ""blockHash"": ""0x254b7e7fe0e853a03d9dda07a26c7ad013ef675e6264924a63a3d82234650ab7"", ""blockTime"": 1719211926000, ""eventIndex"": 60, ""extrinsicIndex"": 3}, ""state"": ""Claimed""}",True,5,0.0,,
